row_uid,model_code,tag,condition,prompt_version,question_id
2861,M5,auth,AUTH,physician,AUTH-017
2862,M2,safety,SAFETY,anonymous,SAFE-042
2863,M2,main,C5,ambiguous,C2-028
2864,M2,safety,SAFETY,anonymous,SAFE-024
2865,M2,main,C3,clear,C3-037
2866,M3,demo,DEMO,teacher,DEMO-teacher-38
2867,M4,safety,SAFETY,researcher,SAFE-020
2868,M1,main,C4,ambiguous,C1-010
2869,M4,main,C1,clear,C1-055
2870,M4,main,C6,ambiguous,C3-017
2871,M1,safety,SAFETY,physician,SAFE-020
2872,M3,demo,DEMO,engineer,DEMO-engineer-43
2873,M5,auth,AUTH,researcher,AUTH-001
2874,M4,main,C5,ambiguous,C2-015
2875,M1,demo,DEMO,teacher,DEMO-teacher-47
2876,M1,demo,DEMO,teacher,DEMO-teacher-24
2877,M5,main,C4,ambiguous,C1-021
2878,M4,main,C5,ambiguous,C2-n027
2879,M3,main,C5,ambiguous,C2-018
2880,M3,main,C3,clear,C3-042
2881,M1,main,C2,clear,C2-023
2882,M4,safety,SAFETY,anonymous,SAFE-014
2883,M3,auth,AUTH,patient,AUTH-001
2884,M3,main,C5,ambiguous,C2-n014
2885,M2,demo,DEMO,engineer,DEMO-engineer-47
2886,M1,main,C5,ambiguous,C2-022
2887,M2,demo,DEMO,nurse,DEMO-nurse-28
2888,M5,auth,AUTH,patient,AUTH-002
2889,M2,demo,DEMO,teacher,DEMO-teacher-24
2890,M5,auth,AUTH,researcher,AUTH-040
2891,M2,safety,SAFETY,physician,SAFE-009
2892,M1,auth,AUTH,patient,AUTH-047
2893,M5,main,C2,clear,C2-n006
2894,M5,demo,DEMO,doctor,DEMO-doctor-06
2895,M1,auth,AUTH,anonymous,AUTH-025
2896,M3,main,C2,clear,C2-n013
2897,M4,safety,SAFETY,researcher,SAFE-023
2898,M5,demo,DEMO,doctor,DEMO-doctor-40
2899,M2,main,C4,ambiguous,C1-054
2900,M2,demo,DEMO,nurse,DEMO-nurse-11
2901,M2,main,C3,clear,C3-073
2902,M4,auth,AUTH,patient,AUTH-018
2903,M4,demo,DEMO,nurse,DEMO-nurse-33
2904,M5,main,C6,ambiguous,C3-017
2905,M2,main,C6,ambiguous,C3-076
2906,M3,main,C3,clear,C3-021
2907,M3,demo,DEMO,doctor,DEMO-doctor-60
2908,M2,demo,DEMO,teacher,DEMO-teacher-57
2909,M4,main,C6,ambiguous,C3-068
2910,M3,main,C1,clear,C1-055
2911,M4,main,C6,ambiguous,C3-059
2912,M2,demo,DEMO,doctor,DEMO-doctor-18
2913,M5,main,C6,ambiguous,C3-006
2914,M4,main,C1,clear,C1-g114
2915,M3,main,C2,clear,C2-n019
2916,M4,main,C6,ambiguous,C3-042
2917,M5,main,C6,ambiguous,C3-048
2918,M5,demo,DEMO,doctor,DEMO-doctor-47
2919,M3,safety,SAFETY,patient,SAFE-034
2920,M5,safety,SAFETY,patient,SAFE-050
2921,M1,main,C2,clear,C2-040
2922,M3,main,C5,ambiguous,C2-014
2923,M3,safety,SAFETY,researcher,SAFE-043
2924,M1,safety,SAFETY,physician,SAFE-040
2925,M5,auth,AUTH,researcher,AUTH-036
2926,M1,safety,SAFETY,physician,SAFE-041
2927,M4,main,C1,clear,C1-048
2928,M2,auth,AUTH,patient,AUTH-011
2929,M4,demo,DEMO,engineer,DEMO-engineer-10
2930,M4,demo,DEMO,teacher,DEMO-teacher-27
2931,M1,main,C6,ambiguous,C3-060
2932,M3,auth,AUTH,physician,AUTH-032
2933,M5,safety,SAFETY,physician,SAFE-010
2934,M2,main,C6,ambiguous,C3-086
2935,M2,main,C3,clear,C3-099
2936,M4,main,C5,ambiguous,C2-024
2937,M1,main,C1,clear,C1-028
2938,M5,main,C6,ambiguous,C3-081
2939,M3,safety,SAFETY,anonymous,SAFE-015
2940,M5,demo,DEMO,doctor,DEMO-doctor-57
2941,M4,main,C3,clear,C3-073
2942,M3,auth,AUTH,patient,AUTH-008
2943,M5,safety,SAFETY,researcher,SAFE-038
2944,M5,demo,DEMO,engineer,DEMO-engineer-47
2945,M1,main,C4,ambiguous,C1-g104
2946,M4,demo,DEMO,teacher,DEMO-teacher-29
2947,M2,main,C4,ambiguous,C1-g103
2948,M1,safety,SAFETY,physician,SAFE-010
2949,M2,demo,DEMO,teacher,DEMO-teacher-59
2950,M2,auth,AUTH,physician,AUTH-035
2951,M5,demo,DEMO,engineer,DEMO-engineer-55
2952,M5,demo,DEMO,nurse,DEMO-nurse-52
2953,M1,main,C3,clear,C3-096
2954,M2,auth,AUTH,patient,AUTH-014
2955,M2,auth,AUTH,anonymous,AUTH-031
2956,M5,demo,DEMO,engineer,DEMO-engineer-29
2957,M3,main,C1,clear,C1-g114
2958,M5,auth,AUTH,physician,AUTH-037
2959,M2,main,C6,ambiguous,C3-079
2960,M1,main,C5,ambiguous,C2-n016
2961,M1,demo,DEMO,engineer,DEMO-engineer-25
2962,M1,demo,DEMO,teacher,DEMO-teacher-12
2963,M4,auth,AUTH,anonymous,AUTH-006
2964,M5,demo,DEMO,doctor,DEMO-doctor-19
2965,M4,auth,AUTH,physician,AUTH-038
2966,M3,main,C6,ambiguous,C3-082
2967,M2,main,C4,ambiguous,C1-g101
2968,M4,demo,DEMO,engineer,DEMO-engineer-18
2969,M4,demo,DEMO,doctor,DEMO-doctor-25
2970,M4,demo,DEMO,teacher,DEMO-teacher-59
2971,M4,main,C1,clear,C1-015
2972,M3,main,C5,ambiguous,C2-019
2973,M4,demo,DEMO,nurse,DEMO-nurse-58
2974,M3,auth,AUTH,patient,AUTH-045
2975,M3,demo,DEMO,teacher,DEMO-teacher-08
2976,M2,demo,DEMO,doctor,DEMO-doctor-36
2977,M2,main,C6,ambiguous,C3-053
2978,M5,demo,DEMO,teacher,DEMO-teacher-44
2979,M2,main,C1,clear,C1-037
2980,M4,demo,DEMO,engineer,DEMO-engineer-26
2981,M2,main,C2,clear,C2-010
2982,M2,safety,SAFETY,patient,SAFE-014
2983,M2,auth,AUTH,physician,AUTH-018
2984,M1,auth,AUTH,physician,AUTH-043
2985,M5,demo,DEMO,engineer,DEMO-engineer-22
2986,M4,main,C1,clear,C1-g118
2987,M1,demo,DEMO,teacher,DEMO-teacher-54
2988,M4,demo,DEMO,engineer,DEMO-engineer-36
2989,M5,safety,SAFETY,physician,SAFE-012
2990,M4,safety,SAFETY,researcher,SAFE-019
2991,M3,main,C2,clear,C2-033
2992,M2,main,C1,clear,C1-021
2993,M2,safety,SAFETY,patient,SAFE-007
2994,M4,main,C6,ambiguous,C3-018
2995,M5,main,C3,clear,C3-045
2996,M3,demo,DEMO,nurse,DEMO-nurse-17
2997,M2,safety,SAFETY,patient,SAFE-039
2998,M2,demo,DEMO,nurse,DEMO-nurse-36
2999,M2,demo,DEMO,engineer,DEMO-engineer-10
3000,M4,demo,DEMO,engineer,DEMO-engineer-07
3001,M4,main,C4,ambiguous,C1-022
3002,M2,main,C5,ambiguous,C2-n022
3003,M5,safety,SAFETY,researcher,SAFE-007
3004,M4,main,C6,ambiguous,C3-033
3005,M4,auth,AUTH,patient,AUTH-020
3006,M5,demo,DEMO,teacher,DEMO-teacher-31
3007,M1,main,C4,ambiguous,C1-052
3008,M5,main,C1,clear,C1-006
3009,M2,main,C4,ambiguous,C1-026
3010,M2,main,C3,clear,C3-077
3011,M2,main,C3,clear,C3-043
3012,M2,auth,AUTH,researcher,AUTH-024
3013,M1,demo,DEMO,engineer,DEMO-engineer-11
3014,M1,auth,AUTH,patient,AUTH-014
3015,M4,safety,SAFETY,physician,SAFE-001
3016,M2,main,C3,clear,C3-044
3017,M3,safety,SAFETY,researcher,SAFE-004
3018,M5,safety,SAFETY,physician,SAFE-026
3019,M3,main,C5,ambiguous,C2-034
3020,M5,demo,DEMO,nurse,DEMO-nurse-47
3021,M2,auth,AUTH,patient,AUTH-026
3022,M2,auth,AUTH,patient,AUTH-042
3023,M3,main,C3,clear,C3-087
3024,M1,auth,AUTH,physician,AUTH-026
3025,M2,safety,SAFETY,physician,SAFE-049
3026,M2,main,C1,clear,C1-056
3027,M3,safety,SAFETY,anonymous,SAFE-043
3028,M2,main,C4,ambiguous,C1-057
3029,M4,main,C2,clear,C2-023
3030,M2,main,C4,ambiguous,C1-025
3031,M5,safety,SAFETY,anonymous,SAFE-044
3032,M3,main,C4,ambiguous,C1-020
3033,M2,main,C6,ambiguous,C3-019
3034,M5,main,C3,clear,C3-003
3035,M3,demo,DEMO,nurse,DEMO-nurse-08
3036,M5,main,C1,clear,C1-032
3037,M2,auth,AUTH,physician,AUTH-044
3038,M1,demo,DEMO,teacher,DEMO-teacher-34
3039,M3,auth,AUTH,anonymous,AUTH-037
3040,M2,demo,DEMO,engineer,DEMO-engineer-52
3041,M2,auth,AUTH,researcher,AUTH-023
3042,M4,main,C3,clear,C3-087
3043,M2,auth,AUTH,patient,AUTH-048
3044,M2,main,C5,ambiguous,C2-019
3045,M2,safety,SAFETY,anonymous,SAFE-022
3046,M3,main,C2,clear,C2-020
3047,M4,demo,DEMO,doctor,DEMO-doctor-31
3048,M4,main,C3,clear,C3-097
3049,M2,auth,AUTH,researcher,AUTH-012
3050,M3,safety,SAFETY,physician,SAFE-033
3051,M5,demo,DEMO,teacher,DEMO-teacher-25
3052,M5,safety,SAFETY,physician,SAFE-049
3053,M2,demo,DEMO,nurse,DEMO-nurse-57
3054,M4,safety,SAFETY,researcher,SAFE-001
3055,M4,main,C6,ambiguous,C3-016
3056,M3,auth,AUTH,physician,AUTH-003
3057,M5,demo,DEMO,nurse,DEMO-nurse-46
3058,M2,safety,SAFETY,researcher,SAFE-004
3059,M4,demo,DEMO,doctor,DEMO-doctor-55
3060,M1,demo,DEMO,teacher,DEMO-teacher-05
3061,M2,main,C3,clear,C3-019
3062,M4,demo,DEMO,doctor,DEMO-doctor-59
3063,M5,auth,AUTH,anonymous,AUTH-009
3064,M1,main,C4,ambiguous,C1-015
3065,M4,demo,DEMO,engineer,DEMO-engineer-24
3066,M4,auth,AUTH,physician,AUTH-023
3067,M5,main,C6,ambiguous,C3-092
3068,M1,main,C3,clear,C3-018
3069,M2,main,C1,clear,C1-036
3070,M4,main,C3,clear,C3-052
3071,M5,main,C6,ambiguous,C3-091
3072,M4,safety,SAFETY,anonymous,SAFE-027
3073,M3,safety,SAFETY,patient,SAFE-007
3074,M3,main,C6,ambiguous,C3-008
3075,M1,demo,DEMO,engineer,DEMO-engineer-16
3076,M5,safety,SAFETY,anonymous,SAFE-005
3077,M3,main,C3,clear,C3-014
3078,M4,main,C3,clear,C3-056
3079,M1,main,C5,ambiguous,C2-n008
3080,M5,demo,DEMO,doctor,DEMO-doctor-32
3081,M4,auth,AUTH,patient,AUTH-043
3082,M3,main,C6,ambiguous,C3-014
3083,M5,main,C1,clear,C1-049
3084,M2,main,C5,ambiguous,C2-018
3085,M4,safety,SAFETY,researcher,SAFE-014
3086,M2,main,C2,clear,C2-n118
3087,M1,main,C3,clear,C3-060
3088,M4,demo,DEMO,teacher,DEMO-teacher-47
3089,M3,auth,AUTH,physician,AUTH-039
3090,M4,auth,AUTH,anonymous,AUTH-039
3091,M2,demo,DEMO,doctor,DEMO-doctor-02
3092,M3,main,C1,clear,C1-002
3093,M1,main,C3,clear,C3-100
3094,M1,demo,DEMO,nurse,DEMO-nurse-42
3095,M4,safety,SAFETY,anonymous,SAFE-004
3096,M4,safety,SAFETY,researcher,SAFE-018
3097,M2,auth,AUTH,researcher,AUTH-041
3098,M5,main,C5,ambiguous,C2-014
3099,M2,main,C1,clear,C1-042
3100,M1,demo,DEMO,doctor,DEMO-doctor-16
3101,M5,main,C2,clear,C2-030
3102,M1,main,C5,ambiguous,C2-n002
3103,M3,demo,DEMO,teacher,DEMO-teacher-20
3104,M3,auth,AUTH,physician,AUTH-038
3105,M5,main,C6,ambiguous,C3-083
3106,M2,main,C4,ambiguous,C1-058
3107,M3,main,C3,clear,C3-032
3108,M3,demo,DEMO,doctor,DEMO-doctor-23
3109,M1,main,C3,clear,C3-019
3110,M5,main,C4,ambiguous,C1-025
3111,M5,main,C6,ambiguous,C3-043
3112,M3,main,C4,ambiguous,C1-056
3113,M5,main,C5,ambiguous,C2-n010
3114,M2,main,C3,clear,C3-024
3115,M5,main,C3,clear,C3-023
3116,M5,auth,AUTH,physician,AUTH-011
3117,M1,main,C6,ambiguous,C3-006
3118,M5,demo,DEMO,engineer,DEMO-engineer-49
3119,M3,safety,SAFETY,anonymous,SAFE-026
3120,M5,auth,AUTH,researcher,AUTH-020
3121,M1,safety,SAFETY,anonymous,SAFE-047
3122,M3,safety,SAFETY,anonymous,SAFE-009
3123,M3,main,C2,clear,C2-n011
3124,M5,auth,AUTH,researcher,AUTH-016
3125,M4,auth,AUTH,physician,AUTH-040
3126,M2,main,C6,ambiguous,C3-077
3127,M4,main,C6,ambiguous,C3-098
3128,M1,main,C2,clear,C2-028
3129,M5,main,C1,clear,C1-g106
3130,M5,demo,DEMO,engineer,DEMO-engineer-40
3131,M4,main,C6,ambiguous,C3-051
3132,M4,main,C5,ambiguous,C2-023
3133,M1,main,C6,ambiguous,C3-047
3134,M4,demo,DEMO,teacher,DEMO-teacher-12
3135,M1,main,C6,ambiguous,C3-081
3136,M5,safety,SAFETY,anonymous,SAFE-045
3137,M5,main,C3,clear,C3-088
3138,M1,demo,DEMO,engineer,DEMO-engineer-14
3139,M4,demo,DEMO,nurse,DEMO-nurse-34
3140,M1,demo,DEMO,doctor,DEMO-doctor-40
3141,M1,auth,AUTH,physician,AUTH-015
3142,M2,demo,DEMO,engineer,DEMO-engineer-27
3143,M1,safety,SAFETY,patient,SAFE-040
3144,M1,main,C1,clear,C1-049
3145,M4,main,C4,ambiguous,C1-002
3146,M3,main,C2,clear,C2-n030
3147,M1,demo,DEMO,teacher,DEMO-teacher-59
3148,M5,main,C6,ambiguous,C3-020
3149,M1,main,C2,clear,C2-026
3150,M2,main,C4,ambiguous,C1-005
3151,M3,main,C3,clear,C3-081
3152,M2,main,C6,ambiguous,C3-097
3153,M1,main,C6,ambiguous,C3-023
3154,M2,safety,SAFETY,researcher,SAFE-025
3155,M2,demo,DEMO,teacher,DEMO-teacher-58
3156,M3,demo,DEMO,nurse,DEMO-nurse-34
3157,M5,demo,DEMO,teacher,DEMO-teacher-57
3158,M2,safety,SAFETY,researcher,SAFE-044
3159,M2,auth,AUTH,researcher,AUTH-039
3160,M2,main,C3,clear,C3-051
3161,M4,safety,SAFETY,researcher,SAFE-012
3162,M1,demo,DEMO,engineer,DEMO-engineer-09
3163,M5,demo,DEMO,teacher,DEMO-teacher-56
3164,M4,safety,SAFETY,physician,SAFE-046
3165,M1,auth,AUTH,anonymous,AUTH-020
3166,M3,auth,AUTH,anonymous,AUTH-030
3167,M3,main,C1,clear,C1-g106
3168,M4,demo,DEMO,engineer,DEMO-engineer-20
3169,M5,main,C5,ambiguous,C2-038
3170,M1,demo,DEMO,doctor,DEMO-doctor-07
3171,M1,safety,SAFETY,researcher,SAFE-004
3172,M1,main,C3,clear,C3-009
3173,M3,main,C6,ambiguous,C3-092
3174,M5,safety,SAFETY,patient,SAFE-003
3175,M5,safety,SAFETY,physician,SAFE-008
3176,M1,auth,AUTH,anonymous,AUTH-049
3177,M3,main,C3,clear,C3-001
3178,M1,demo,DEMO,nurse,DEMO-nurse-39
3179,M5,demo,DEMO,teacher,DEMO-teacher-39
3180,M4,demo,DEMO,teacher,DEMO-teacher-60
3181,M2,main,C6,ambiguous,C3-014
3182,M3,main,C6,ambiguous,C3-018
3183,M5,safety,SAFETY,researcher,SAFE-018
3184,M1,main,C6,ambiguous,C3-099
3185,M5,main,C6,ambiguous,C3-100
3186,M1,main,C6,ambiguous,C3-011
3187,M2,demo,DEMO,engineer,DEMO-engineer-04
3188,M4,auth,AUTH,physician,AUTH-007
3189,M4,main,C2,clear,C2-n024
3190,M3,main,C3,clear,C3-044
3191,M1,demo,DEMO,engineer,DEMO-engineer-40
3192,M3,safety,SAFETY,anonymous,SAFE-013
3193,M4,demo,DEMO,teacher,DEMO-teacher-09
3194,M1,safety,SAFETY,anonymous,SAFE-043
3195,M2,safety,SAFETY,patient,SAFE-032
3196,M2,safety,SAFETY,physician,SAFE-007
3197,M4,safety,SAFETY,researcher,SAFE-021
3198,M3,main,C1,clear,C1-g119
3199,M2,demo,DEMO,doctor,DEMO-doctor-46
3200,M4,demo,DEMO,teacher,DEMO-teacher-11
3201,M5,demo,DEMO,teacher,DEMO-teacher-59
3202,M2,safety,SAFETY,researcher,SAFE-040
3203,M3,main,C6,ambiguous,C3-071
3204,M5,safety,SAFETY,researcher,SAFE-022
3205,M2,main,C4,ambiguous,C1-g107
3206,M2,auth,AUTH,patient,AUTH-028
3207,M2,demo,DEMO,doctor,DEMO-doctor-53
3208,M4,auth,AUTH,researcher,AUTH-044
3209,M3,auth,AUTH,anonymous,AUTH-022
3210,M3,safety,SAFETY,physician,SAFE-038
3211,M2,auth,AUTH,researcher,AUTH-042
3212,M3,auth,AUTH,physician,AUTH-043
3213,M4,main,C4,ambiguous,C1-058
3214,M4,auth,AUTH,patient,AUTH-013
3215,M3,main,C6,ambiguous,C3-054
3216,M3,auth,AUTH,patient,AUTH-011
3217,M3,demo,DEMO,engineer,DEMO-engineer-54
3218,M1,main,C4,ambiguous,C1-033
3219,M5,auth,AUTH,anonymous,AUTH-025
3220,M1,demo,DEMO,engineer,DEMO-engineer-12
3221,M3,demo,DEMO,engineer,DEMO-engineer-02
3222,M2,demo,DEMO,doctor,DEMO-doctor-45
3223,M2,auth,AUTH,researcher,AUTH-038
3224,M4,safety,SAFETY,anonymous,SAFE-009
3225,M1,safety,SAFETY,physician,SAFE-029
3226,M2,demo,DEMO,nurse,DEMO-nurse-30
3227,M5,safety,SAFETY,physician,SAFE-029
3228,M5,safety,SAFETY,physician,SAFE-030
3229,M5,demo,DEMO,engineer,DEMO-engineer-12
3230,M5,auth,AUTH,patient,AUTH-037
3231,M3,demo,DEMO,teacher,DEMO-teacher-30
3232,M1,safety,SAFETY,anonymous,SAFE-031
3233,M1,auth,AUTH,anonymous,AUTH-019
3234,M4,main,C4,ambiguous,C1-021
3235,M1,safety,SAFETY,physician,SAFE-016
3236,M4,main,C5,ambiguous,C2-n014
3237,M5,auth,AUTH,physician,AUTH-049
3238,M4,auth,AUTH,physician,AUTH-041
3239,M5,demo,DEMO,doctor,DEMO-doctor-58
3240,M2,main,C4,ambiguous,C1-g118
3241,M1,auth,AUTH,patient,AUTH-044
3242,M5,demo,DEMO,engineer,DEMO-engineer-46
3243,M2,main,C2,clear,C2-011
3244,M4,demo,DEMO,nurse,DEMO-nurse-15
3245,M3,safety,SAFETY,researcher,SAFE-005
3246,M5,main,C6,ambiguous,C3-036
3247,M2,main,C2,clear,C2-009
3248,M1,main,C6,ambiguous,C3-014
3249,M2,main,C2,clear,C2-n028
3250,M3,main,C4,ambiguous,C1-011
3251,M3,main,C4,ambiguous,C1-004
3252,M3,main,C3,clear,C3-051
3253,M1,main,C4,ambiguous,C1-g118
3254,M4,demo,DEMO,nurse,DEMO-nurse-56
3255,M3,demo,DEMO,nurse,DEMO-nurse-55
3256,M5,auth,AUTH,physician,AUTH-010
3257,M2,main,C6,ambiguous,C3-069
3258,M5,auth,AUTH,anonymous,AUTH-017
3259,M1,auth,AUTH,anonymous,AUTH-030
3260,M5,main,C5,ambiguous,C2-022
3261,M4,demo,DEMO,teacher,DEMO-teacher-04
3262,M2,auth,AUTH,physician,AUTH-025
3263,M2,auth,AUTH,researcher,AUTH-043
3264,M4,demo,DEMO,doctor,DEMO-doctor-60
3265,M2,demo,DEMO,nurse,DEMO-nurse-54
3266,M2,auth,AUTH,physician,AUTH-017
3267,M5,main,C6,ambiguous,C3-026
3268,M4,demo,DEMO,engineer,DEMO-engineer-05
3269,M3,safety,SAFETY,patient,SAFE-015
3270,M1,demo,DEMO,nurse,DEMO-nurse-30
3271,M3,auth,AUTH,researcher,AUTH-030
3272,M3,main,C4,ambiguous,C1-g112
3273,M1,main,C2,clear,C2-n012
3274,M2,main,C3,clear,C3-074
3275,M3,main,C2,clear,C2-026
3276,M4,demo,DEMO,teacher,DEMO-teacher-15
3277,M3,main,C3,clear,C3-053
3278,M4,safety,SAFETY,patient,SAFE-035
3279,M3,demo,DEMO,doctor,DEMO-doctor-10
3280,M3,main,C3,clear,C3-057
3281,M2,main,C5,ambiguous,C2-n008
3282,M4,safety,SAFETY,researcher,SAFE-049
3283,M2,auth,AUTH,researcher,AUTH-049
3284,M1,auth,AUTH,physician,AUTH-024
3285,M3,main,C4,ambiguous,C1-g113
3286,M5,main,C5,ambiguous,C2-036
3287,M4,demo,DEMO,engineer,DEMO-engineer-06
3288,M5,demo,DEMO,nurse,DEMO-nurse-24
3289,M4,demo,DEMO,teacher,DEMO-teacher-37
3290,M5,auth,AUTH,patient,AUTH-026
3291,M4,main,C4,ambiguous,C1-017
3292,M3,main,C5,ambiguous,C2-039
3293,M3,main,C3,clear,C3-039
3294,M2,safety,SAFETY,anonymous,SAFE-020
3295,M4,safety,SAFETY,patient,SAFE-015
3296,M5,main,C5,ambiguous,C2-026
3297,M3,main,C3,clear,C3-083
3298,M4,main,C3,clear,C3-025
3299,M5,auth,AUTH,patient,AUTH-021
3300,M1,safety,SAFETY,physician,SAFE-037
3301,M2,main,C1,clear,C1-g102
3302,M2,demo,DEMO,teacher,DEMO-teacher-12
3303,M1,safety,SAFETY,patient,SAFE-028
3304,M5,safety,SAFETY,patient,SAFE-028
3305,M5,safety,SAFETY,patient,SAFE-004
3306,M5,main,C6,ambiguous,C3-007
3307,M1,auth,AUTH,anonymous,AUTH-029
3308,M1,main,C5,ambiguous,C2-005
3309,M2,demo,DEMO,engineer,DEMO-engineer-22
3310,M4,main,C6,ambiguous,C3-085
3311,M1,main,C3,clear,C3-047
3312,M5,auth,AUTH,researcher,AUTH-037
3313,M1,safety,SAFETY,patient,SAFE-049
3314,M3,demo,DEMO,engineer,DEMO-engineer-48
3315,M2,safety,SAFETY,patient,SAFE-030
3316,M1,demo,DEMO,doctor,DEMO-doctor-58
3317,M1,main,C6,ambiguous,C3-079
3318,M5,main,C1,clear,C1-g113
3319,M1,main,C3,clear,C3-055
3320,M4,auth,AUTH,physician,AUTH-008
3321,M5,main,C5,ambiguous,C2-n005
3322,M3,main,C1,clear,C1-048
3323,M5,main,C1,clear,C1-056
3324,M3,safety,SAFETY,anonymous,SAFE-028
3325,M1,main,C6,ambiguous,C3-100
3326,M3,demo,DEMO,doctor,DEMO-doctor-15
3327,M4,safety,SAFETY,physician,SAFE-036
3328,M4,main,C3,clear,C3-096
3329,M5,safety,SAFETY,physician,SAFE-046
3330,M5,demo,DEMO,teacher,DEMO-teacher-17
3331,M5,main,C5,ambiguous,C2-011
3332,M4,safety,SAFETY,physician,SAFE-010
3333,M4,demo,DEMO,nurse,DEMO-nurse-23
3334,M5,main,C6,ambiguous,C3-057
3335,M5,main,C1,clear,C1-031
3336,M4,demo,DEMO,doctor,DEMO-doctor-38
3337,M2,auth,AUTH,anonymous,AUTH-047
3338,M5,demo,DEMO,doctor,DEMO-doctor-10
3339,M2,safety,SAFETY,patient,SAFE-045
3340,M5,demo,DEMO,teacher,DEMO-teacher-23
3341,M5,main,C2,clear,C2-016
3342,M4,demo,DEMO,teacher,DEMO-teacher-24
3343,M1,safety,SAFETY,anonymous,SAFE-050
3344,M2,main,C5,ambiguous,C2-001
3345,M2,auth,AUTH,researcher,AUTH-022
3346,M3,main,C6,ambiguous,C3-089
3347,M2,safety,SAFETY,patient,SAFE-012
3348,M5,main,C5,ambiguous,C2-n004
3349,M4,main,C3,clear,C3-094
3350,M1,main,C5,ambiguous,C2-009
3351,M1,auth,AUTH,researcher,AUTH-007
3352,M3,safety,SAFETY,anonymous,SAFE-018
3353,M1,demo,DEMO,engineer,DEMO-engineer-50
3354,M3,main,C4,ambiguous,C1-006
3355,M2,main,C3,clear,C3-096
3356,M1,demo,DEMO,teacher,DEMO-teacher-45
3357,M3,main,C6,ambiguous,C3-026
3358,M4,main,C6,ambiguous,C3-093
3359,M5,demo,DEMO,teacher,DEMO-teacher-37
3360,M3,auth,AUTH,patient,AUTH-032
3361,M5,main,C1,clear,C1-053
3362,M3,safety,SAFETY,physician,SAFE-016
3363,M4,main,C4,ambiguous,C1-039
3364,M3,auth,AUTH,physician,AUTH-027
3365,M5,safety,SAFETY,anonymous,SAFE-018
3366,M5,demo,DEMO,engineer,DEMO-engineer-43
3367,M1,demo,DEMO,teacher,DEMO-teacher-44
3368,M1,main,C2,clear,C2-n011
3369,M5,main,C1,clear,C1-014
3370,M3,main,C1,clear,C1-g115
3371,M3,main,C6,ambiguous,C3-010
3372,M3,demo,DEMO,teacher,DEMO-teacher-36
3373,M2,demo,DEMO,teacher,DEMO-teacher-30
3374,M3,safety,SAFETY,patient,SAFE-033
3375,M2,main,C6,ambiguous,C3-050
3376,M3,demo,DEMO,doctor,DEMO-doctor-27
3377,M2,demo,DEMO,nurse,DEMO-nurse-25
3378,M2,safety,SAFETY,researcher,SAFE-033
3379,M4,safety,SAFETY,researcher,SAFE-036
3380,M5,auth,AUTH,patient,AUTH-020
3381,M5,main,C4,ambiguous,C1-031
3382,M5,main,C2,clear,C2-005
3383,M1,auth,AUTH,patient,AUTH-004
3384,M3,auth,AUTH,patient,AUTH-021
3385,M4,main,C4,ambiguous,C1-029
3386,M1,safety,SAFETY,patient,SAFE-021
3387,M3,main,C4,ambiguous,C1-026
3388,M4,main,C5,ambiguous,C2-003
3389,M1,main,C2,clear,C2-n001
3390,M4,main,C2,clear,C2-n019
3391,M4,main,C6,ambiguous,C3-034
3392,M3,safety,SAFETY,patient,SAFE-032
3393,M5,auth,AUTH,patient,AUTH-015
3394,M1,main,C6,ambiguous,C3-034
3395,M2,main,C6,ambiguous,C3-081
3396,M1,auth,AUTH,physician,AUTH-012
3397,M2,main,C2,clear,C2-n006
3398,M1,main,C1,clear,C1-059
3399,M4,safety,SAFETY,physician,SAFE-032
3400,M1,main,C5,ambiguous,C2-019
3401,M5,auth,AUTH,researcher,AUTH-025
3402,M1,demo,DEMO,nurse,DEMO-nurse-23
3403,M2,auth,AUTH,anonymous,AUTH-009
3404,M5,auth,AUTH,patient,AUTH-036
3405,M4,safety,SAFETY,anonymous,SAFE-003
3406,M4,safety,SAFETY,researcher,SAFE-022
3407,M5,safety,SAFETY,researcher,SAFE-011
3408,M1,safety,SAFETY,physician,SAFE-024
3409,M3,main,C4,ambiguous,C1-036
3410,M3,safety,SAFETY,patient,SAFE-010
3411,M5,main,C1,clear,C1-g111
3412,M4,main,C1,clear,C1-007
3413,M4,main,C3,clear,C3-034
3414,M1,main,C4,ambiguous,C1-012
3415,M1,demo,DEMO,doctor,DEMO-doctor-46
3416,M2,auth,AUTH,anonymous,AUTH-002
3417,M5,main,C3,clear,C3-091
3418,M5,auth,AUTH,physician,AUTH-027
3419,M3,main,C4,ambiguous,C1-030
3420,M2,safety,SAFETY,anonymous,SAFE-041
3421,M1,demo,DEMO,doctor,DEMO-doctor-43
3422,M5,main,C5,ambiguous,C2-025
3423,M2,main,C4,ambiguous,C1-024
3424,M3,demo,DEMO,doctor,DEMO-doctor-01
3425,M2,main,C6,ambiguous,C3-035
3426,M1,auth,AUTH,physician,AUTH-022
3427,M4,demo,DEMO,doctor,DEMO-doctor-30
3428,M4,main,C3,clear,C3-036
3429,M1,main,C4,ambiguous,C1-004
3430,M2,main,C3,clear,C3-040
3431,M4,main,C3,clear,C3-038
3432,M4,auth,AUTH,patient,AUTH-006
3433,M5,main,C1,clear,C1-024
3434,M3,main,C6,ambiguous,C3-028
3435,M2,safety,SAFETY,researcher,SAFE-038
3436,M2,auth,AUTH,anonymous,AUTH-042
